,topleft,topright,bottomleft,bottomright,radius
2488,"{'x': -80.89287049999999, 'y': 35.29814225}","{'x': -80.89817374999998, 'y': 35.29814225}","{'x': -80.89287049999999, 'y': 35.292205453125}","{'x': -80.89817374999998, 'y': 35.292205453125}",408.48157036757937
2489,"{'x': -80.89817474999998, 'y': 35.29814225}","{'x': -80.903477, 'y': 35.29814225}","{'x': -80.89817474999998, 'y': 35.292205453125}","{'x': -80.903477, 'y': 35.292205453125}",408.4548393506893
2490,"{'x': -80.89287049999999, 'y': 35.292204453125}","{'x': -80.89817374999998, 'y': 35.292204453125}","{'x': -80.89287049999999, 'y': 35.28626865625}","{'x': -80.89817374999998, 'y': 35.28626865625}",408.44704808512745
2491,"{'x': -80.89817474999998, 'y': 35.292204453125}","{'x': -80.903477, 'y': 35.292204453125}","{'x': -80.89817474999998, 'y': 35.28626865625}","{'x': -80.903477, 'y': 35.28626865625}",408.42031088620996
2492,"{'x': -80.882262, 'y': 35.29814225}","{'x': -80.88756575, 'y': 35.29814225}","{'x': -80.882262, 'y': 35.292205453125}","{'x': -80.88756575, 'y': 35.292205453125}",408.49493711030806
2493,"{'x': -80.88756674999999, 'y': 35.29814225}","{'x': -80.89286949999999, 'y': 35.29814225}","{'x': -80.88756674999999, 'y': 35.292205453125}","{'x': -80.89286949999999, 'y': 35.292205453125}",408.4682044476795
2494,"{'x': -80.882262, 'y': 35.292204453125}","{'x': -80.88756575, 'y': 35.292204453125}","{'x': -80.882262, 'y': 35.28626865625}","{'x': -80.88756575, 'y': 35.28626865625}",408.46041791894817
2495,"{'x': -80.88756674999999, 'y': 35.292204453125}","{'x': -80.89286949999999, 'y': 35.292204453125}","{'x': -80.88756674999999, 'y': 35.28626865625}","{'x': -80.89286949999999, 'y': 35.28626865625}",408.4336790741877
2496,"{'x': -80.87165474999999, 'y': 35.26251996875}","{'x': -80.87695787499999, 'y': 35.26251996875}","{'x': -80.87165474999999, 'y': 35.256583921875}","{'x': -80.87695787499999, 'y': 35.256583921875}",408.5069197101002
2497,"{'x': -80.87695887499999, 'y': 35.26251996875}","{'x': -80.882261, 'y': 35.26251996875}","{'x': -80.87695887499999, 'y': 35.256583921875}","{'x': -80.882261, 'y': 35.256583921875}",408.48016745803693
2498,"{'x': -80.87165474999999, 'y': 35.256582921875}","{'x': -80.87695787499999, 'y': 35.256582921875}","{'x': -80.87165474999999, 'y': 35.250647875}","{'x': -80.87695787499999, 'y': 35.250647875}",408.47239887684475
2499,"{'x': -80.87695887499999, 'y': 35.256582921875}","{'x': -80.882261, 'y': 35.256582921875}","{'x': -80.87695887499999, 'y': 35.250647875}","{'x': -80.882261, 'y': 35.250647875}",408.44564044374687
2500,"{'x': -80.86104649999999, 'y': 35.26251996875}","{'x': -80.866350125, 'y': 35.26251996875}","{'x': -80.86104649999999, 'y': 35.256583921875}","{'x': -80.866350125, 'y': 35.256583921875}",408.52029707210033
2501,"{'x': -80.866351125, 'y': 35.26251996875}","{'x': -80.87165375, 'y': 35.26251996875}","{'x': -80.866351125, 'y': 35.256583921875}","{'x': -80.87165375, 'y': 35.256583921875}",408.49354317281245
2502,"{'x': -80.86104649999999, 'y': 35.256582921875}","{'x': -80.866350125, 'y': 35.256582921875}","{'x': -80.86104649999999, 'y': 35.250647875}","{'x': -80.866350125, 'y': 35.250647875}",408.48577932944045
2503,"{'x': -80.866351125, 'y': 35.256582921875}","{'x': -80.87165375, 'y': 35.256582921875}","{'x': -80.866351125, 'y': 35.250647875}","{'x': -80.87165375, 'y': 35.250647875}",408.4590192490138
2504,"{'x': -80.87165474999999, 'y': 35.2743940625}","{'x': -80.87695787499999, 'y': 35.2743940625}","{'x': -80.87165474999999, 'y': 35.268457515625}","{'x': -80.87695787499999, 'y': 35.268457515625}",408.50858897262793
2505,"{'x': -80.87695887499999, 'y': 35.2743940625}","{'x': -80.882261, 'y': 35.2743940625}","{'x': -80.87695887499999, 'y': 35.268457515625}","{'x': -80.882261, 'y': 35.268457515625}",408.4818446703011
2506,"{'x': -80.87165474999999, 'y': 35.268456515625004}","{'x': -80.87695787499999, 'y': 35.268456515625004}","{'x': -80.87165474999999, 'y': 35.262520968749996}","{'x': -80.87695787499999, 'y': 35.262520968749996}",408.4740668969248
2507,"{'x': -80.87695887499999, 'y': 35.268456515625004}","{'x': -80.882261, 'y': 35.268456515625004}","{'x': -80.87695887499999, 'y': 35.262520968749996}","{'x': -80.882261, 'y': 35.262520968749996}",408.44731641327445
2508,"{'x': -80.86104649999999, 'y': 35.2743940625}","{'x': -80.866350125, 'y': 35.2743940625}","{'x': -80.86104649999999, 'y': 35.268457515625}","{'x': -80.866350125, 'y': 35.268457515625}",408.52196235959065
2509,"{'x': -80.866351125, 'y': 35.2743940625}","{'x': -80.87165375, 'y': 35.2743940625}","{'x': -80.866351125, 'y': 35.268457515625}","{'x': -80.87165375, 'y': 35.268457515625}",408.4952164102647
2510,"{'x': -80.86104649999999, 'y': 35.268456515625004}","{'x': -80.866350125, 'y': 35.268456515625004}","{'x': -80.86104649999999, 'y': 35.262520968749996}","{'x': -80.866350125, 'y': 35.262520968749996}",408.48744337462733
2511,"{'x': -80.866351125, 'y': 35.268456515625004}","{'x': -80.87165375, 'y': 35.268456515625004}","{'x': -80.866351125, 'y': 35.262520968749996}","{'x': -80.87165375, 'y': 35.262520968749996}",408.46069124387384
2512,"{'x': -80.85043875, 'y': 35.26251996875}","{'x': -80.85574212499999, 'y': 35.26251996875}","{'x': -80.85043875, 'y': 35.256583921875}","{'x': -80.85574212499999, 'y': 35.256583921875}",408.5136082878262
2513,"{'x': -80.85574312499999, 'y': 35.26251996875}","{'x': -80.86104549999999, 'y': 35.26251996875}","{'x': -80.85574312499999, 'y': 35.256583921875}","{'x': -80.86104549999999, 'y': 35.256583921875}",408.48685521251053
2514,"{'x': -80.85043875, 'y': 35.256582921875}","{'x': -80.85574212499999, 'y': 35.256582921875}","{'x': -80.85043875, 'y': 35.250647875}","{'x': -80.85574212499999, 'y': 35.250647875}",408.4790889998618
2515,"{'x': -80.85574312499999, 'y': 35.256582921875}","{'x': -80.86104549999999, 'y': 35.256582921875}","{'x': -80.85574312499999, 'y': 35.250647875}","{'x': -80.86104549999999, 'y': 35.250647875}",408.4523297434598
2516,"{'x': -80.83982999999999, 'y': 35.26251996875}","{'x': -80.84513387499999, 'y': 35.26251996875}","{'x': -80.83982999999999, 'y': 35.256583921875}","{'x': -80.84513387499999, 'y': 35.256583921875}",408.52698606139205
2517,"{'x': -80.84513487499999, 'y': 35.26251996875}","{'x': -80.85043775, 'y': 35.26251996875}","{'x': -80.84513487499999, 'y': 35.256583921875}","{'x': -80.85043775, 'y': 35.256583921875}",408.50023133893245
2518,"{'x': -80.83982999999999, 'y': 35.256582921875}","{'x': -80.84513387499999, 'y': 35.256582921875}","{'x': -80.83982999999999, 'y': 35.250647875}","{'x': -80.84513387499999, 'y': 35.250647875}",408.49246986404916
2519,"{'x': -80.84513487499999, 'y': 35.256582921875}","{'x': -80.85043775, 'y': 35.256582921875}","{'x': -80.84513487499999, 'y': 35.250647875}","{'x': -80.85043775, 'y': 35.250647875}",408.46570896039907
2520,"{'x': -80.85043875, 'y': 35.2743940625}","{'x': -80.85574212499999, 'y': 35.2743940625}","{'x': -80.85043875, 'y': 35.268457515625}","{'x': -80.85574212499999, 'y': 35.268457515625}",408.51527556284924
2521,"{'x': -80.85574312499999, 'y': 35.2743940625}","{'x': -80.86104549999999, 'y': 35.2743940625}","{'x': -80.85574312499999, 'y': 35.268457515625}","{'x': -80.86104549999999, 'y': 35.268457515625}",408.48853043738285
2522,"{'x': -80.85043875, 'y': 35.268456515625004}","{'x': -80.85574212499999, 'y': 35.268456515625004}","{'x': -80.85043875, 'y': 35.262520968749996}","{'x': -80.85574212499999, 'y': 35.262520968749996}",408.48075503250953
2523,"{'x': -80.85574312499999, 'y': 35.268456515625004}","{'x': -80.86104549999999, 'y': 35.268456515625004}","{'x': -80.85574312499999, 'y': 35.262520968749996}","{'x': -80.86104549999999, 'y': 35.262520968749996}",408.4540037256676
2524,"{'x': -80.83982999999999, 'y': 35.2743940625}","{'x': -80.84513387499999, 'y': 35.2743940625}","{'x': -80.83982999999999, 'y': 35.268457515625}","{'x': -80.84513387499999, 'y': 35.268457515625}",408.5286493613212
2525,"{'x': -80.84513487499999, 'y': 35.2743940625}","{'x': -80.85043775, 'y': 35.2743940625}","{'x': -80.84513487499999, 'y': 35.268457515625}","{'x': -80.85043775, 'y': 35.268457515625}",408.5019025889364
2526,"{'x': -80.83982999999999, 'y': 35.268456515625004}","{'x': -80.84513387499999, 'y': 35.268456515625004}","{'x': -80.83982999999999, 'y': 35.262520968749996}","{'x': -80.84513387499999, 'y': 35.262520968749996}",408.49413192174745
2527,"{'x': -80.84513487499999, 'y': 35.268456515625004}","{'x': -80.85043775, 'y': 35.268456515625004}","{'x': -80.84513487499999, 'y': 35.262520968749996}","{'x': -80.85043775, 'y': 35.262520968749996}",408.46737896788306
2528,"{'x': -80.87165474999999, 'y': 35.286267656250004}","{'x': -80.87695787499999, 'y': 35.286267656250004}","{'x': -80.87165474999999, 'y': 35.280331359375}","{'x': -80.87695787499999, 'y': 35.280331359375}",408.4765654374122
2529,"{'x': -80.87695887499999, 'y': 35.286267656250004}","{'x': -80.882261, 'y': 35.286267656250004}","{'x': -80.87695887499999, 'y': 35.280331359375}","{'x': -80.882261, 'y': 35.280331359375}",408.44982688023134
2530,"{'x': -80.87165474999999, 'y': 35.280330359375}","{'x': -80.87695787499999, 'y': 35.280330359375}","{'x': -80.87165474999999, 'y': 35.2743950625}","{'x': -80.87695787499999, 'y': 35.2743950625}",408.44204363033253
2531,"{'x': -80.87695887499999, 'y': 35.280330359375}","{'x': -80.882261, 'y': 35.280330359375}","{'x': -80.87695887499999, 'y': 35.2743950625}","{'x': -80.882261, 'y': 35.2743950625}",408.4152988914383
2532,"{'x': -80.86104649999999, 'y': 35.286267656250004}","{'x': -80.866350125, 'y': 35.286267656250004}","{'x': -80.86104649999999, 'y': 35.280331359375}","{'x': -80.866350125, 'y': 35.280331359375}",408.48993595162597
2533,"{'x': -80.866351125, 'y': 35.286267656250004}","{'x': -80.87165375, 'y': 35.286267656250004}","{'x': -80.866351125, 'y': 35.280331359375}","{'x': -80.87165375, 'y': 35.280331359375}",408.46319574768046
2534,"{'x': -80.86104649999999, 'y': 35.280330359375}","{'x': -80.866350125, 'y': 35.280330359375}","{'x': -80.86104649999999, 'y': 35.2743950625}","{'x': -80.866350125, 'y': 35.2743950625}",408.45541723548143
2535,"{'x': -80.866351125, 'y': 35.280330359375}","{'x': -80.87165375, 'y': 35.280330359375}","{'x': -80.866351125, 'y': 35.2743950625}","{'x': -80.87165375, 'y': 35.2743950625}",408.4286708497182
2536,"{'x': -80.87165474999999, 'y': 35.29814225}","{'x': -80.87695787499999, 'y': 35.29814225}","{'x': -80.87165474999999, 'y': 35.292205453125}","{'x': -80.87695787499999, 'y': 35.292205453125}",408.47822881008113
2537,"{'x': -80.87695887499999, 'y': 35.29814225}","{'x': -80.882261, 'y': 35.29814225}","{'x': -80.87695887499999, 'y': 35.292205453125}","{'x': -80.882261, 'y': 35.292205453125}",408.45149820541064
2538,"{'x': -80.87165474999999, 'y': 35.292204453125}","{'x': -80.87695787499999, 'y': 35.292204453125}","{'x': -80.87165474999999, 'y': 35.28626865625}","{'x': -80.87695787499999, 'y': 35.28626865625}",408.44370575486437
2539,"{'x': -80.87695887499999, 'y': 35.292204453125}","{'x': -80.882261, 'y': 35.292204453125}","{'x': -80.87695887499999, 'y': 35.28626865625}","{'x': -80.882261, 'y': 35.28626865625}",408.41696896819263
2540,"{'x': -80.86104649999999, 'y': 35.29814225}","{'x': -80.866350125, 'y': 35.29814225}","{'x': -80.86104649999999, 'y': 35.292205453125}","{'x': -80.866350125, 'y': 35.292205453125}",408.49159534787
2541,"{'x': -80.866351125, 'y': 35.29814225}","{'x': -80.87165375, 'y': 35.29814225}","{'x': -80.866351125, 'y': 35.292205453125}","{'x': -80.87165375, 'y': 35.292205453125}",408.4648630966609
2542,"{'x': -80.86104649999999, 'y': 35.292204453125}","{'x': -80.866350125, 'y': 35.292204453125}","{'x': -80.86104649999999, 'y': 35.28626865625}","{'x': -80.866350125, 'y': 35.28626865625}",408.45707538373216
2543,"{'x': -80.866351125, 'y': 35.292204453125}","{'x': -80.87165375, 'y': 35.292204453125}","{'x': -80.866351125, 'y': 35.28626865625}","{'x': -80.87165375, 'y': 35.28626865625}",408.4303369504175
2544,"{'x': -80.85043875, 'y': 35.286267656250004}","{'x': -80.85574212499999, 'y': 35.286267656250004}","{'x': -80.85043875, 'y': 35.280331359375}","{'x': -80.85574212499999, 'y': 35.280331359375}",408.48325059127376
2545,"{'x': -80.85574312499999, 'y': 35.286267656250004}","{'x': -80.86104549999999, 'y': 35.286267656250004}","{'x': -80.85574312499999, 'y': 35.280331359375}","{'x': -80.86104549999999, 'y': 35.280331359375}",408.4565112110705
2546,"{'x': -80.85043875, 'y': 35.280330359375}","{'x': -80.85574212499999, 'y': 35.280330359375}","{'x': -80.85043875, 'y': 35.2743950625}","{'x': -80.85574212499999, 'y': 35.2743950625}",408.4487303296552
2547,"{'x': -80.85574312499999, 'y': 35.280330359375}","{'x': -80.86104549999999, 'y': 35.280330359375}","{'x': -80.85574312499999, 'y': 35.2743950625}","{'x': -80.86104549999999, 'y': 35.2743950625}",408.42198476768624
2548,"{'x': -80.83982999999999, 'y': 35.286267656250004}","{'x': -80.84513387499999, 'y': 35.286267656250004}","{'x': -80.83982999999999, 'y': 35.280331359375}","{'x': -80.84513387499999, 'y': 35.280331359375}",408.49662151693826
2549,"{'x': -80.84513487499999, 'y': 35.286267656250004}","{'x': -80.85043775, 'y': 35.286267656250004}","{'x': -80.84513487499999, 'y': 35.280331359375}","{'x': -80.85043775, 'y': 35.280331359375}",408.469880490051
2550,"{'x': -80.83982999999999, 'y': 35.280330359375}","{'x': -80.84513387499999, 'y': 35.280330359375}","{'x': -80.83982999999999, 'y': 35.2743950625}","{'x': -80.84513387499999, 'y': 35.2743950625}",408.4621043462807
2551,"{'x': -80.84513487499999, 'y': 35.280330359375}","{'x': -80.85043775, 'y': 35.280330359375}","{'x': -80.84513487499999, 'y': 35.2743950625}","{'x': -80.85043775, 'y': 35.2743950625}",408.4353571375236
2552,"{'x': -80.85043875, 'y': 35.29814225}","{'x': -80.85574212499999, 'y': 35.29814225}","{'x': -80.85043875, 'y': 35.292205453125}","{'x': -80.85574212499999, 'y': 35.292205453125}",408.4849119757445
2553,"{'x': -80.85574312499999, 'y': 35.29814225}","{'x': -80.86104549999999, 'y': 35.29814225}","{'x': -80.85574312499999, 'y': 35.292205453125}","{'x': -80.86104549999999, 'y': 35.292205453125}",408.45818054816453
2554,"{'x': -80.85043875, 'y': 35.292204453125}","{'x': -80.85574212499999, 'y': 35.292204453125}","{'x': -80.85043875, 'y': 35.28626865625}","{'x': -80.85574212499999, 'y': 35.28626865625}",408.45039046606075
2555,"{'x': -80.85574312499999, 'y': 35.292204453125}","{'x': -80.86104549999999, 'y': 35.292204453125}","{'x': -80.85574312499999, 'y': 35.28626865625}","{'x': -80.86104549999999, 'y': 35.28626865625}",408.4236528564272
2556,"{'x': -80.83982999999999, 'y': 35.29814225}","{'x': -80.84513387499999, 'y': 35.29814225}","{'x': -80.83982999999999, 'y': 35.292205453125}","{'x': -80.84513387499999, 'y': 35.292205453125}",408.4982789249277
2557,"{'x': -80.84513487499999, 'y': 35.29814225}","{'x': -80.85043775, 'y': 35.29814225}","{'x': -80.84513487499999, 'y': 35.292205453125}","{'x': -80.85043775, 'y': 35.292205453125}",408.47154585088964
2558,"{'x': -80.83982999999999, 'y': 35.292204453125}","{'x': -80.84513387499999, 'y': 35.292204453125}","{'x': -80.83982999999999, 'y': 35.28626865625}","{'x': -80.84513387499999, 'y': 35.28626865625}",408.46376050634905
2559,"{'x': -80.84513487499999, 'y': 35.292204453125}","{'x': -80.85043775, 'y': 35.292204453125}","{'x': -80.84513487499999, 'y': 35.28626865625}","{'x': -80.85043775, 'y': 35.28626865625}",408.4370212501531
2560,"{'x': -80.998948125, 'y': 35.310015218749996}","{'x': -81.0042510625, 'y': 35.310015218749996}","{'x': -80.998948125, 'y': 35.304079234374996}","{'x': -81.0042510625, 'y': 35.304079234374996}",408.4159146065355
2561,"{'x': -81.0042520625, 'y': 35.310015218749996}","{'x': -81.009554, 'y': 35.310015218749996}","{'x': -81.0042520625, 'y': 35.304079234374996}","{'x': -81.009554, 'y': 35.304079234374996}",408.3891887126007
2562,"{'x': -80.998948125, 'y': 35.304078234375}","{'x': -81.0042510625, 'y': 35.304078234375}","{'x': -80.998948125, 'y': 35.298143249999995}","{'x': -81.0042510625, 'y': 35.298143249999995}",408.3813917932321
2563,"{'x': -81.0042520625, 'y': 35.304078234375}","{'x': -81.009554, 'y': 35.304078234375}","{'x': -81.0042520625, 'y': 35.298143249999995}","{'x': -81.009554, 'y': 35.298143249999995}",408.35465971686983
2564,"{'x': -80.98834025, 'y': 35.310015218749996}","{'x': -80.9936436875, 'y': 35.310015218749996}","{'x': -80.98834025, 'y': 35.304079234374996}","{'x': -80.9936436875, 'y': 35.304079234374996}",408.4292787876816
2565,"{'x': -80.9936446875, 'y': 35.310015218749996}","{'x': -80.998947125, 'y': 35.310015218749996}","{'x': -80.9936446875, 'y': 35.304079234374996}","{'x': -80.998947125, 'y': 35.304079234374996}",408.40255124814826
2566,"{'x': -80.98834025, 'y': 35.304078234375}","{'x': -80.9936436875, 'y': 35.304078234375}","{'x': -80.98834025, 'y': 35.298143249999995}","{'x': -80.9936436875, 'y': 35.298143249999995}",408.3947590656705
2567,"{'x': -80.9936446875, 'y': 35.304078234375}","{'x': -80.998947125, 'y': 35.304078234375}","{'x': -80.9936446875, 'y': 35.298143249999995}","{'x': -80.998947125, 'y': 35.298143249999995}",408.3680253436051
2568,"{'x': -80.998948125, 'y': 35.3218891875}","{'x': -81.0042510625, 'y': 35.3218891875}","{'x': -80.998948125, 'y': 35.31595270312499}","{'x': -81.0042510625, 'y': 35.31595270312499}",408.41757353868735
2569,"{'x': -81.0042520625, 'y': 35.3218891875}","{'x': -81.009554, 'y': 35.3218891875}","{'x': -81.0042520625, 'y': 35.31595270312499}","{'x': -81.009554, 'y': 35.31595270312499}",408.3908555997012
2570,"{'x': -80.998948125, 'y': 35.315951703124995}","{'x': -81.0042510625, 'y': 35.315951703124995}","{'x': -80.998948125, 'y': 35.31001621874999}","{'x': -81.0042510625, 'y': 35.31001621874999}",408.3830494736813
2571,"{'x': -81.0042520625, 'y': 35.315951703124995}","{'x': -81.009554, 'y': 35.315951703124995}","{'x': -81.0042520625, 'y': 35.31001621874999}","{'x': -81.009554, 'y': 35.31001621874999}",408.35632535198096
2572,"{'x': -80.98834025, 'y': 35.3218891875}","{'x': -80.9936436875, 'y': 35.3218891875}","{'x': -80.98834025, 'y': 35.31595270312499}","{'x': -80.9936436875, 'y': 35.31595270312499}",408.4309337421897
2573,"{'x': -80.9936446875, 'y': 35.3218891875}","{'x': -80.998947125, 'y': 35.3218891875}","{'x': -80.9936446875, 'y': 35.31595270312499}","{'x': -80.998947125, 'y': 35.31595270312499}",408.40421415783095
2574,"{'x': -80.98834025, 'y': 35.315951703124995}","{'x': -80.9936436875, 'y': 35.315951703124995}","{'x': -80.98834025, 'y': 35.31001621874999}","{'x': -80.9936436875, 'y': 35.31001621874999}",408.3964127686192
2575,"{'x': -80.9936446875, 'y': 35.315951703124995}","{'x': -80.998947125, 'y': 35.315951703124995}","{'x': -80.9936446875, 'y': 35.31001621874999}","{'x': -80.998947125, 'y': 35.31001621874999}",408.36968700144166
2576,"{'x': -80.97773287499999, 'y': 35.310015218749996}","{'x': -80.98303606249999, 'y': 35.310015218749996}","{'x': -80.97773287499999, 'y': 35.304079234374996}","{'x': -80.98303606249999, 'y': 35.304079234374996}",408.4225965942686
